Brand,Battery_Capacity_kWh,Motor_Power_kW,Weight_kg,Max_Charge_Power_kW,Drag_Coefficient,Price_USD,Range_km,Charge_Time_mins
Kia,60.2,678,2256,150,0.31,72473,304,27
Ford,105.0,215,2234,100,0.22,56808,493,60
Nissan,70.7,275,2210,250,0.24,52678,315,20
Tesla,117.2,355,2596,150,0.21,57342,604,42
Rivian,68.2,116,2125,100,0.34,53146,291,38
Rivian,103.5,459,2841,150,0.3,70676,319,38
Hyundai,42.3,727,2250,100,0.26,70244,163,24
Mercedes-Benz,49.9,422,2219,50,0.25,63366,273,57
Hyundai,95.0,721,2569,50,0.24,74355,472,107
Polestar,83.7,649,2584,50,0.24,68908,399,90
Polestar,123.9,571,2730,100,0.22,83906,495,70
Ford,91.0,426,2411,350,0.21,65036,388,17
Chevrolet,88.8,347,2472,350,0.29,57183,363,18
Volkswagen,58.5,345,2286,100,0.2,58879,300,34
Kia,67.2,613,2336,100,0.26,61657,265,40
Volkswagen,33.1,207,1870,50,0.25,47761,172,41
Audi,59.6,676,2422,250,0.27,67082,234,17
BMW,118.0,386,2649,100,0.27,60106,591,67
Audi,102.0,172,2453,150,0.24,67561,421,39
Chevrolet,122.1,674,2927,250,0.29,78244,380,33
BMW,127.4,406,2567,350,0.27,71972,424,27
Mercedes-Benz,114.8,442,2856,100,0.21,72146,432,64
Audi,70.3,101,1973,350,0.31,56102,317,18
Chevrolet,69.6,747,2483,50,0.33,76509,257,81
Volkswagen,96.7,631,2692,250,0.27,78144,370,27
Nissan,95.3,383,2467,150,0.21,66395,431,40
Volkswagen,34.5,233,1846,100,0.28,45341,140,20
Porsche,87.8,267,2123,100,0.25,57548,367,53
Chevrolet,45.0,327,1918,50,0.33,47153,199,48
Rivian,39.6,357,1870,250,0.32,54360,180,13
Volkswagen,46.7,409,2213,250,0.23,55066,247,12
Hyundai,117.1,432,2933,100,0.3,75509,435,66
Audi,52.9,202,2103,250,0.29,55118,251,18
Ford,105.3,211,2325,50,0.28,56926,428,117
Polestar,84.5,419,2288,100,0.24,60918,413,47
Mercedes-Benz,115.2,136,2557,50,0.28,61956,474,123
Rivian,90.6,412,2346,250,0.3,55264,437,23
Chevrolet,59.8,386,2139,250,0.26,59204,322,18
Kia,77.7,619,2194,250,0.21,86972,384,18
Ford,72.9,746,2459,350,0.32,77315,285,17
BMW,117.5,669,2713,150,0.23,76743,559,45
Mercedes-Benz,102.6,410,2717,350,0.28,66867,377,16
Tesla,87.8,339,2437,50,0.31,63037,279,98
Nissan,126.4,360,2716,150,0.27,67436,485,54
Mercedes-Benz,91.3,670,2575,250,0.21,68970,410,23
Volkswagen,37.7,301,2022,100,0.29,42970,166,30
BMW,73.9,717,2417,150,0.28,86558,322,31
Chevrolet,63.2,140,2102,150,0.32,43433,254,26
Audi,72.9,150,2188,250,0.34,49371,292,19
Porsche,43.1,485,2121,350,0.23,54640,214,10
Volkswagen,106.9,191,2458,50,0.33,53740,470,117
Kia,118.0,737,2637,100,0.26,82008,554,64
Chevrolet,37.0,274,2066,100,0.28,38728,161,24
BMW,128.8,596,2791,350,0.29,82735,405,24
Rivian,127.0,321,2720,50,0.31,69318,489,138
BMW,47.0,338,2026,150,0.27,52908,233,20
Mercedes-Benz,119.8,124,2533,150,0.21,51671,541,46
Chevrolet,96.2,205,2433,100,0.31,50754,420,53
Nissan,46.9,322,1984,100,0.26,61014,184,27
Hyundai,102.9,123,2295,100,0.34,53864,423,61
Porsche,126.3,507,2801,100,0.35,73460,453,71
Volkswagen,121.2,495,2668,150,0.3,75010,510,43
Chevrolet,127.0,139,2587,350,0.22,63023,466,25
BMW,125.4,652,2890,350,0.2,78820,434,22
Ford,33.2,157,1886,100,0.3,42326,158,22
Tesla,74.9,681,2539,250,0.3,71139,347,21
Chevrolet,39.7,735,2416,250,0.31,75764,159,14
Nissan,63.3,170,2165,100,0.33,35982,299,38
BMW,60.3,641,2328,150,0.33,71965,175,29
Kia,38.5,472,1974,50,0.21,58488,160,42
BMW,33.1,433,1975,50,0.35,46213,119,39
BMW,33.3,628,2282,250,0.28,68040,151,15
Porsche,113.7,572,2802,150,0.31,72461,385,45
Mercedes-Benz,103.1,539,2622,50,0.2,69522,520,109
Ford,116.1,706,2699,100,0.29,86819,484,63
Chevrolet,33.9,122,1690,100,0.32,37077,192,23
Porsche,102.1,263,2399,150,0.22,61969,409,41
Volkswagen,62.5,366,2278,350,0.23,58633,251,17
Mercedes-Benz,35.0,639,2172,250,0.3,58922,136,13
Kia,87.1,299,2309,150,0.29,62990,358,35
Volkswagen,37.0,377,1881,100,0.29,40126,198,22
Polestar,30.4,222,2007,350,0.3,49483,161,10
Kia,127.5,517,2589,250,0.23,73326,528,29
Rivian,41.8,363,1807,100,0.2,55357,199,30
Kia,82.4,434,2544,100,0.22,62385,335,47
Chevrolet,65.5,119,2188,50,0.23,44624,299,71
Polestar,90.3,687,2689,350,0.31,71778,332,19
Volkswagen,102.5,462,2615,100,0.21,60861,350,58
Ford,55.5,554,2322,100,0.29,70990,206,32
Chevrolet,51.8,510,2202,150,0.31,67891,225,21
Volkswagen,110.4,514,2621,150,0.26,61638,438,42
Volkswagen,38.0,335,2009,250,0.31,42827,157,10
BMW,56.7,268,1788,250,0.23,56454,263,19
Ford,76.7,230,2205,250,0.29,54737,342,23
Ford,77.7,381,2378,350,0.21,68371,422,14
BMW,95.1,368,2599,50,0.31,66749,483,103
Rivian,31.5,506,2034,50,0.24,60080,133,39
Hyundai,120.5,230,2726,350,0.24,64619,561,21
BMW,89.6,337,2577,100,0.32,57371,282,54
Kia,58.0,248,2016,150,0.3,52145,222,22
BMW,66.9,634,2212,350,0.34,66177,326,13
Rivian,44.5,591,2222,150,0.29,59428,224,21
Ford,117.9,609,2774,100,0.27,80679,450,65
Ford,36.6,596,2097,100,0.3,57164,131,23
BMW,82.8,346,2439,250,0.34,69961,212,23
Nissan,43.7,142,1981,250,0.35,41290,181,13
Polestar,55.4,624,2338,150,0.34,65480,271,24
Nissan,75.1,372,2262,350,0.2,65715,275,16
Tesla,124.7,354,2658,250,0.28,69704,437,30
Volkswagen,72.2,112,2062,150,0.35,43325,294,31
Polestar,64.3,114,2153,250,0.25,43573,296,20
Ford,116.8,296,2690,250,0.26,69564,421,29
Volkswagen,77.9,707,2396,100,0.32,80190,281,42
BMW,47.3,654,2455,350,0.21,67514,267,13
Ford,69.3,554,2317,250,0.28,66676,291,19
Nissan,101.2,252,2538,50,0.34,58348,380,114
Kia,129.3,396,2823,350,0.23,72310,546,21
Ford,103.4,698,2876,250,0.32,82732,490,27
Audi,84.3,197,2331,250,0.34,51200,377,22
BMW,74.8,163,2082,100,0.21,46753,390,42
Hyundai,103.3,499,2568,150,0.34,70571,383,42
Hyundai,108.2,560,2761,100,0.25,76082,464,60
Audi,42.4,429,2048,50,0.27,47936,190,49
Chevrolet,105.6,339,2654,50,0.29,56399,394,116
Ford,33.3,495,1722,250,0.34,55664,121,14
Mercedes-Benz,76.2,515,2240,100,0.27,67195,329,42
Mercedes-Benz,66.1,193,2062,50,0.29,46350,319,74
Kia,70.1,128,2139,100,0.27,40005,330,41
Porsche,45.2,595,2205,50,0.31,72880,238,50
Chevrolet,51.5,415,2187,150,0.28,51248,261,23
Nissan,125.0,554,2642,350,0.24,74911,530,22
Rivian,129.9,719,2880,50,0.3,82559,495,140
Volkswagen,124.3,322,2682,350,0.33,56883,395,23
Nissan,59.5,602,2308,150,0.24,62696,279,24
Hyundai,46.6,193,2192,50,0.26,35532,230,52
BMW,97.9,393,2373,250,0.32,67264,463,23
Polestar,65.5,129,2056,250,0.35,43761,238,19
Polestar,102.5,497,2377,50,0.2,71922,526,112
BMW,108.0,420,2554,350,0.32,74069,420,19
Polestar,86.7,378,2305,100,0.28,62704,408,49
Tesla,57.8,683,2070,150,0.2,76127,296,22
Polestar,124.3,272,2558,100,0.34,68428,372,67
Kia,117.9,205,2534,350,0.25,64217,483,21
Porsche,111.7,252,2571,250,0.26,57371,471,26
Ford,66.6,344,2175,350,0.27,55022,330,13
Mercedes-Benz,84.6,354,2290,100,0.35,61126,332,50
Tesla,52.8,404,2148,50,0.26,53165,209,60
Mercedes-Benz,48.3,551,2078,100,0.21,61664,210,28
Porsche,77.7,166,2185,250,0.27,48421,268,19
Tesla,41.9,206,2077,250,0.25,49842,229,11
Polestar,55.7,445,2178,350,0.33,57627,214,13
Audi,32.1,408,1904,150,0.26,46342,156,17
Ford,110.9,275,2534,50,0.24,58302,492,118
Tesla,115.4,590,2735,100,0.26,75481,430,65
Audi,76.6,726,2508,350,0.23,78269,368,15
Volkswagen,87.4,378,2447,100,0.34,70904,396,51
Porsche,105.5,310,2496,50,0.27,59933,415,114
Chevrolet,94.1,141,2256,150,0.28,44376,396,36
Ford,34.5,152,1763,250,0.31,41792,126,10
Chevrolet,69.4,488,2376,150,0.2,66430,385,31
Audi,48.9,496,2166,350,0.28,59144,276,13
Porsche,87.9,216,2339,150,0.35,52024,378,35
Rivian,128.7,292,2644,100,0.24,66736,582,72
Polestar,101.1,430,2642,250,0.24,64003,479,25
Volkswagen,100.1,579,2648,100,0.25,70379,517,56
Volkswagen,113.9,584,2968,350,0.33,76420,317,20
Tesla,49.3,242,2036,350,0.3,39038,241,12
Polestar,78.4,343,2441,350,0.27,64222,357,15
Chevrolet,64.9,599,2442,350,0.29,76360,246,12
Hyundai,78.6,297,2518,150,0.2,48336,346,34
Ford,80.6,587,2575,150,0.31,62443,308,33
BMW,81.7,226,2395,350,0.27,45259,372,13
Tesla,73.6,196,2159,250,0.33,58570,319,19
BMW,93.0,529,2542,350,0.34,78603,295,16
Hyundai,103.2,627,2707,50,0.34,71660,423,113
Porsche,122.5,216,2614,250,0.34,66280,381,27
Ford,121.9,138,2556,150,0.22,52645,549,44
Audi,77.0,511,2294,350,0.22,72731,335,13
Porsche,62.1,471,2271,350,0.23,57879,369,14
Chevrolet,62.6,498,2317,250,0.25,61292,268,16
Hyundai,47.2,416,2172,250,0.23,50970,243,11
Nissan,56.4,143,2136,250,0.22,49130,243,12
Volkswagen,107.7,702,2770,250,0.22,82624,476,26
Polestar,57.7,544,2183,350,0.27,63836,298,13
Audi,38.0,710,2303,250,0.34,68346,155,12
Kia,108.2,545,2508,150,0.22,72765,453,41
Polestar,50.7,158,2105,350,0.32,49282,176,10
Rivian,35.9,722,2133,150,0.29,70579,185,12
Rivian,72.0,525,2516,250,0.24,58276,323,19
BMW,106.4,356,2512,50,0.31,60041,465,113
Mercedes-Benz,53.9,267,2147,250,0.21,53078,231,13
Kia,73.2,352,2050,150,0.32,61560,280,34
Audi,111.1,323,2611,50,0.24,58384,528,121
Mercedes-Benz,45.6,183,1992,350,0.3,43811,225,10
Hyundai,124.2,308,2742,50,0.31,66835,439,135
Polestar,94.9,137,2446,50,0.21,55359,493,102
Volkswagen,103.2,207,2328,150,0.24,46197,472,38
BMW,87.1,740,2674,250,0.33,72108,417,21
Polestar,91.8,418,2435,250,0.31,65174,374,25
Audi,54.7,687,2203,150,0.29,74583,176,25
Volkswagen,66.3,155,2229,50,0.35,43919,274,72
Hyundai,61.7,682,2247,100,0.22,68246,357,35
Chevrolet,124.9,313,2734,250,0.29,67077,498,29
Nissan,58.5,188,2193,50,0.28,45380,269,67
Porsche,86.6,270,2460,150,0.31,49771,418,36
Kia,82.6,142,2316,250,0.22,44812,382,24
Volkswagen,116.0,239,2574,350,0.3,59879,452,18
Nissan,112.2,343,2711,350,0.26,61931,390,20
Nissan,89.4,649,2593,350,0.23,65411,458,18
Nissan,49.5,648,2167,150,0.33,67144,218,26
Ford,57.2,709,2276,350,0.21,72962,222,17
Polestar,123.4,607,2698,150,0.22,82579,453,48
Mercedes-Benz,95.2,429,2432,250,0.29,72567,388,24
Ford,62.0,555,2358,250,0.32,71252,237,19
BMW,36.0,403,2023,250,0.21,48773,217,10
Rivian,84.7,166,2216,250,0.26,59789,252,25
Polestar,50.8,492,2291,350,0.31,58805,170,12
Polestar,78.7,723,2499,150,0.33,75562,290,30
Polestar,60.4,582,2174,350,0.31,66971,291,17
Rivian,110.3,417,2804,100,0.31,69641,323,62
Kia,101.1,575,2570,150,0.33,73297,326,42
Ford,33.0,493,2071,50,0.29,57408,150,38
Tesla,106.3,178,2404,350,0.31,56606,523,19
Chevrolet,100.6,545,2593,350,0.33,68173,360,21
Rivian,114.7,313,2561,150,0.25,65093,503,44
Hyundai,65.3,319,2362,350,0.34,54071,250,16
Nissan,92.3,389,2342,150,0.21,71012,500,38
Nissan,96.3,746,2623,350,0.28,91357,390,18
Rivian,35.1,459,1937,50,0.23,63809,154,39
Audi,103.8,120,2486,100,0.25,57552,460,56
Tesla,114.4,486,2727,250,0.34,69868,470,28
Polestar,104.3,676,2577,150,0.22,83941,533,42
Hyundai,38.9,405,1953,100,0.28,45285,161,27
Rivian,92.9,574,2481,150,0.32,71798,386,36
Polestar,72.5,375,2217,50,0.22,63368,328,80
Porsche,67.1,271,2326,100,0.3,50170,297,41
BMW,96.9,268,2363,150,0.34,62224,354,39
Chevrolet,86.0,685,2565,250,0.3,73801,315,25
Hyundai,101.8,263,2451,350,0.29,62119,439,21
Tesla,47.9,458,2047,100,0.23,55014,251,28
Ford,129.1,293,2854,100,0.23,63322,426,73
Kia,39.3,298,1936,50,0.28,57062,166,44
BMW,41.4,410,2022,350,0.27,56417,144,10
Rivian,54.7,380,2188,50,0.35,54289,274,57
Mercedes-Benz,73.6,156,2228,150,0.31,54825,279,30
Ford,32.9,500,2067,350,0.2,52840,129,10
Kia,106.3,650,2664,50,0.34,79252,337,115
Kia,46.0,255,1975,350,0.29,41369,239,11
Rivian,68.9,653,2281,350,0.23,64271,309,14
Chevrolet,106.1,152,2707,150,0.24,58106,378,41
Kia,30.1,662,2058,150,0.24,63838,170,13
Audi,31.5,683,1986,100,0.32,71104,157,22
Audi,110.3,351,2569,250,0.33,66821,390,25
Nissan,37.7,107,1744,100,0.29,34284,148,25
Nissan,88.5,707,2692,350,0.28,80225,269,18
Polestar,104.9,519,2614,350,0.26,78040,483,18
Chevrolet,55.6,643,2288,250,0.26,69239,221,14
Volkswagen,103.5,264,2459,150,0.21,58927,468,40
BMW,48.8,143,1925,150,0.25,29615,220,24
Rivian,40.8,164,1878,150,0.22,40434,208,20
Nissan,40.6,681,2231,350,0.21,61639,206,11
BMW,96.1,495,2417,250,0.3,67266,326,21
Ford,72.6,250,2152,150,0.26,47948,375,25
Kia,34.5,150,1793,100,0.3,27949,182,21
Chevrolet,54.0,514,2336,150,0.28,57856,228,24
Ford,124.2,517,2607,250,0.22,79759,482,31
Rivian,41.0,274,1871,150,0.22,40041,185,19
Polestar,110.2,609,2732,250,0.32,81896,432,25
Kia,48.4,341,1990,150,0.33,58831,190,17
Polestar,111.2,472,2686,50,0.3,65938,338,119
Ford,47.0,114,2019,250,0.31,33653,208,13
Polestar,83.4,318,2399,50,0.22,68040,332,85
Ford,89.8,590,2580,250,0.28,66790,376,26
Polestar,109.3,243,2503,100,0.2,64956,532,60
Mercedes-Benz,110.1,364,2522,100,0.25,71207,353,61
Polestar,127.3,286,2730,150,0.24,68733,417,49
Ford,70.8,370,2260,250,0.25,58087,352,18
Mercedes-Benz,128.0,336,2703,150,0.34,71611,441,45
Tesla,99.3,359,2312,50,0.25,64798,408,108
Hyundai,30.6,740,2254,150,0.21,63313,164,14
Mercedes-Benz,52.4,714,2279,350,0.27,76994,219,11
Volkswagen,80.4,631,2545,50,0.3,77580,335,89
Audi,108.6,224,2367,250,0.24,60703,518,24
Ford,114.4,579,2638,250,0.34,73869,431,25
Porsche,108.8,628,2631,150,0.25,85725,439,45
Hyundai,105.1,197,2458,250,0.31,53809,382,28
Volkswagen,108.8,182,2596,50,0.25,69852,497,117
Nissan,76.1,411,2314,50,0.33,58070,350,82
Polestar,39.4,195,1911,250,0.28,42516,149,12
Rivian,76.6,398,2292,50,0.21,58988,304,88
Volkswagen,117.3,210,2479,250,0.29,56996,401,27
Volkswagen,110.3,680,2572,250,0.24,75295,528,23
Hyundai,98.2,472,2530,100,0.3,70506,381,60
Hyundai,69.9,360,2315,50,0.29,54544,297,77
Hyundai,37.5,198,1861,150,0.3,37199,183,17
Audi,54.0,706,2310,50,0.28,65442,247,59
Rivian,71.9,526,2314,100,0.25,60653,242,41
Ford,84.9,275,2430,250,0.24,55382,451,21
Nissan,99.2,231,2423,350,0.24,53217,408,20
Ford,117.5,132,2570,150,0.21,46252,456,50
Chevrolet,49.3,749,2313,100,0.23,74294,218,28
Nissan,74.5,705,2387,350,0.27,76435,321,17
Hyundai,77.9,269,2253,100,0.35,49155,262,45
Kia,107.5,225,2574,100,0.24,61528,440,60
Audi,101.6,307,2586,100,0.22,65349,391,54
Polestar,108.0,710,2828,350,0.25,90291,422,22
Audi,56.9,470,2178,50,0.27,57020,259,65
Tesla,82.5,284,2255,150,0.28,58064,347,36
Kia,40.0,692,1907,150,0.25,64440,192,20
Ford,78.3,548,2369,50,0.34,65029,352,90
Chevrolet,129.1,498,2646,150,0.33,84033,429,52
Audi,54.1,469,2297,100,0.33,61409,269,30
Porsche,30.3,130,1703,250,0.22,42033,154,12
Kia,75.6,366,2284,150,0.35,57161,302,31
Volkswagen,90.1,545,2287,250,0.28,76104,351,22
Hyundai,62.9,178,2128,100,0.27,46455,205,42
Rivian,83.9,280,2025,350,0.31,39240,369,19
Porsche,73.7,355,2251,150,0.26,54989,416,28
Mercedes-Benz,67.4,448,2360,250,0.22,61753,281,16
Porsche,71.8,237,2109,250,0.26,45413,276,22
Polestar,65.1,383,2212,100,0.31,45153,283,38
Polestar,62.5,504,2296,50,0.27,65590,234,68
Tesla,94.8,684,2750,50,0.28,84332,341,103
Chevrolet,59.5,504,2270,350,0.25,58373,336,14
BMW,113.7,443,2652,350,0.24,75600,416,22
Tesla,69.7,709,2359,50,0.3,75332,327,74
Chevrolet,57.1,453,2187,150,0.26,57176,240,25
Hyundai,115.9,555,2490,350,0.29,72440,505,24
Rivian,54.1,141,1827,50,0.25,38070,300,63
Polestar,123.4,235,2626,350,0.34,67303,515,22
Volkswagen,38.2,331,1809,100,0.31,46359,178,24
Ford,103.1,212,2461,100,0.24,54834,433,59
Chevrolet,45.5,109,1856,50,0.33,30699,207,51
Chevrolet,51.7,169,2000,100,0.31,41382,171,31
Kia,83.1,166,2156,50,0.21,47891,413,92
Tesla,68.7,136,2076,100,0.21,44355,355,41
Mercedes-Benz,56.9,590,2329,100,0.32,66160,211,35
Ford,58.2,744,2241,150,0.32,71292,245,23
Volkswagen,107.0,188,2628,50,0.29,56129,398,117
Mercedes-Benz,99.1,152,2103,250,0.22,45289,480,26
Nissan,66.2,299,2209,350,0.31,58012,310,13
BMW,105.0,292,2471,100,0.25,64258,454,58
BMW,98.4,624,2639,50,0.34,78587,334,104
Nissan,113.8,238,2452,150,0.27,52466,488,43
Chevrolet,69.2,145,2185,150,0.35,40062,238,30
Tesla,97.3,445,2385,250,0.2,77193,419,25
Kia,102.4,350,2346,250,0.23,61463,496,28
Ford,60.1,269,2100,50,0.28,48074,304,71
Mercedes-Benz,119.5,688,2862,100,0.25,78624,429,65
Polestar,72.0,199,2192,150,0.24,54177,299,27
Tesla,126.5,615,2785,100,0.23,90443,384,69
Rivian,124.8,145,2570,250,0.29,57841,412,32
Mercedes-Benz,32.2,608,2053,50,0.29,65556,188,40
Hyundai,41.8,575,2114,250,0.29,58886,145,12
Nissan,71.0,690,2527,150,0.29,72936,206,29
Porsche,37.5,263,1722,350,0.35,47827,191,11
Ford,122.5,248,2706,50,0.24,61712,505,132
Polestar,54.9,295,2100,150,0.3,56349,221,19
Porsche,75.6,650,2333,150,0.21,61438,341,30
Hyundai,121.2,732,2992,100,0.33,84433,397,68
Hyundai,35.1,495,2166,150,0.33,68196,156,18
BMW,44.6,664,2406,150,0.31,70713,185,24
Hyundai,34.7,256,2006,150,0.31,46391,167,16
Kia,119.8,359,2736,250,0.23,63934,473,27
Tesla,112.7,599,2650,50,0.22,71859,533,120
Volkswagen,82.6,251,2256,350,0.26,59069,367,15
Nissan,93.2,265,2381,350,0.28,60832,447,18
Audi,41.3,487,2078,50,0.28,63494,181,49
Mercedes-Benz,129.7,611,2749,150,0.3,78101,418,54
Ford,52.7,242,1886,250,0.33,50644,198,16
Volkswagen,90.6,338,2462,150,0.28,58379,316,37
Chevrolet,101.7,339,2494,100,0.27,51878,432,58
BMW,124.9,333,2592,150,0.29,65072,520,43
Mercedes-Benz,58.6,179,2246,50,0.24,48389,218,66
Ford,65.8,620,2460,150,0.26,71410,234,28
Volkswagen,89.9,216,2256,100,0.2,49419,423,50
Porsche,76.0,637,2271,150,0.34,67470,281,31
Kia,67.5,172,2003,50,0.24,47972,374,74
Ford,112.2,467,2523,250,0.21,75647,426,26
Polestar,34.6,322,1979,250,0.24,46590,147,14
Hyundai,78.6,593,2362,250,0.34,63267,358,22
BMW,54.5,568,2177,150,0.23,62368,256,26
Mercedes-Benz,49.3,599,1976,50,0.21,70833,274,57
Porsche,87.1,411,2391,250,0.33,56911,305,24
Nissan,51.4,270,2090,100,0.34,55955,228,33
Porsche,75.8,308,2406,100,0.27,54659,281,42
Nissan,95.9,576,2565,350,0.22,79693,379,18
Polestar,90.6,230,2312,100,0.25,50131,412,51
Kia,61.8,320,2232,350,0.34,51222,276,14
BMW,32.5,491,2038,250,0.3,57699,131,12
BMW,55.1,216,2163,50,0.25,44378,269,61
Volkswagen,111.9,181,2521,50,0.28,49652,412,120
Nissan,50.6,375,2037,250,0.29,55110,242,15
Tesla,32.3,483,1816,100,0.32,50618,179,24
BMW,86.2,366,2323,250,0.25,52382,426,22
BMW,87.5,542,2544,50,0.29,66669,342,96
Chevrolet,89.6,712,2704,50,0.27,86535,363,102
Polestar,64.5,343,2194,50,0.27,57510,271,70
Porsche,38.6,216,1902,250,0.33,44651,128,10
Chevrolet,45.2,263,2048,350,0.25,55484,233,10
Tesla,87.4,308,2417,100,0.21,56866,319,48
Chevrolet,124.9,713,2785,350,0.22,90558,480,21
BMW,127.1,328,2560,350,0.21,72830,494,23
Mercedes-Benz,67.4,235,2067,50,0.27,43495,350,75
Volkswagen,118.0,399,2498,250,0.32,74837,530,29
Tesla,66.7,181,2294,100,0.24,45606,292,44
Polestar,96.1,478,2546,100,0.28,63371,444,54
Nissan,86.6,697,2691,50,0.29,76217,330,96
Mercedes-Benz,73.6,727,2633,350,0.27,73634,219,16
Mercedes-Benz,81.5,100,2232,350,0.25,48060,346,17
Mercedes-Benz,85.5,275,2245,250,0.21,57207,451,20
Audi,95.4,670,2699,50,0.25,77225,349,106
Chevrolet,84.3,689,2468,50,0.21,74486,317,90
Rivian,105.2,334,2598,350,0.34,58556,430,20
Nissan,128.4,218,2611,350,0.29,54923,515,23
Hyundai,98.9,186,2341,150,0.28,56350,408,38
Hyundai,91.6,304,2475,100,0.22,47738,441,54
Kia,30.3,283,1962,350,0.22,42198,100,11
Polestar,75.1,463,2374,100,0.21,61575,326,46
Mercedes-Benz,91.9,296,2334,100,0.32,63714,402,49
Ford,50.9,363,1966,100,0.29,45712,191,32
Nissan,91.1,126,2309,350,0.23,52265,419,17
BMW,74.7,378,2499,250,0.24,59911,311,19
Nissan,60.4,710,2375,250,0.25,72598,313,19
Rivian,126.2,109,2536,250,0.2,58943,618,30
Mercedes-Benz,84.8,562,2466,50,0.34,69234,369,92
Chevrolet,129.3,578,2823,50,0.31,80493,422,140
BMW,94.8,107,2344,250,0.33,58396,355,26
Ford,80.7,636,2498,250,0.22,75826,372,19
Hyundai,107.1,436,2646,100,0.35,79668,348,61
BMW,95.8,194,2277,250,0.21,53379,435,25
Audi,92.7,427,2542,150,0.3,57675,380,35
BMW,102.3,466,2486,50,0.32,69694,491,110
Ford,53.9,491,2304,100,0.21,65012,216,31
Hyundai,115.6,343,2684,250,0.21,59284,531,26
Ford,101.0,203,2576,250,0.25,50599,511,28
Tesla,33.7,681,2213,50,0.3,61720,149,39
Audi,41.3,744,2141,50,0.24,73063,230,48
Hyundai,115.8,666,2905,350,0.28,79162,514,23
Audi,38.5,733,2262,250,0.26,75808,226,10
Audi,101.0,507,2601,100,0.29,63178,363,55
Polestar,37.3,746,2235,250,0.27,66949,205,10
BMW,41.7,603,2193,250,0.31,62991,211,10
Chevrolet,36.6,187,1980,150,0.28,46364,149,18
Nissan,31.3,749,1999,250,0.32,61491,155,10
Ford,109.7,641,2649,100,0.24,73210,361,61
Kia,56.6,318,2088,150,0.26,52410,199,24
Mercedes-Benz,69.4,603,2218,150,0.27,67508,325,31
Chevrolet,86.3,555,2407,350,0.25,71232,370,16
Porsche,49.0,199,2095,250,0.26,50295,227,15
Nissan,60.7,200,1984,150,0.28,45021,243,26
Kia,90.5,699,2353,50,0.31,76489,354,100
Kia,70.9,402,2415,150,0.2,63805,331,25
Ford,65.2,337,2250,150,0.34,53346,317,23
Audi,97.8,262,2406,350,0.3,57982,413,17
Ford,99.0,106,2352,250,0.26,50092,429,26
Polestar,52.5,401,2206,50,0.28,48794,177,59
Mercedes-Benz,109.1,194,2385,250,0.26,54080,544,27
Mercedes-Benz,41.9,555,2156,150,0.29,72186,220,19
Polestar,56.7,619,2376,150,0.31,66006,266,25
Porsche,66.1,673,2267,50,0.23,67440,277,75
Chevrolet,71.1,427,2106,50,0.32,61299,306,81
Rivian,78.7,622,2534,100,0.31,66535,320,45
Hyundai,76.2,527,2234,350,0.34,64090,345,13
Rivian,96.2,425,2610,50,0.24,62364,440,104
Nissan,88.6,296,2465,250,0.3,53525,402,20
Hyundai,51.2,266,2088,350,0.24,38416,224,11
Nissan,63.7,456,2257,100,0.3,56556,250,38
Hyundai,76.3,520,2300,100,0.23,74586,324,45
Mercedes-Benz,58.2,473,2411,150,0.28,61921,252,25
Nissan,32.2,514,1951,350,0.31,59319,117,10
Mercedes-Benz,64.7,685,2426,50,0.31,65030,310,71
Chevrolet,51.3,197,2035,150,0.27,46737,241,19
BMW,71.6,694,2249,100,0.27,91802,315,40
Polestar,120.5,158,2511,350,0.28,58896,540,21
Polestar,52.0,429,2063,50,0.31,64254,270,59
Hyundai,54.7,213,2003,250,0.26,48531,274,16
Polestar,116.2,129,2792,50,0.23,47015,593,127
Polestar,41.0,535,2167,250,0.31,52099,187,10
Audi,43.0,637,2104,50,0.22,63432,128,50
Polestar,66.5,138,2063,250,0.22,49240,322,18
Rivian,115.1,131,2701,100,0.26,60031,435,65
Volkswagen,88.5,742,2438,250,0.32,78186,375,23
Audi,84.4,538,2520,50,0.26,67601,383,93
